"compnos","naturecode","incident_type_description","main_crimecode","reptdistrict","reportingarea","fromdate","weapontype","shooting","domestic","shift","year","month","day_week","ucrpart","x","y","streetname","xstreetname","location"
"152048066","FO","FIRE","FIRE","B3","0","2015-06-10T14:29:00","Unarmed","False","False","Day","2015","6","Wednesday","Part three","None","None","PEACEVALE RD","None","(0.0, 0.0)"
"152048528","VIORDR","InvPer","InvPer","A1","0","2015-06-10T14:30:00","Unarmed","False","False","Day","2015","6","Wednesday","Part three","None","None","PARK PL","None","(0.0, 0.0)"
"152048068","LARCEN","OTHER LARCENY","06xx","B2","0","2015-06-10T14:30:00","Unarmed","False","False","Day","2015","6","Wednesday","Part One","768944.7816","2938342.497","WARREN ST","None","(42.31020528, -71.08305253)"
"152048084","MVA","MVAcc","MVAcc","A7","0","2015-06-10T14:40:00","Unarmed","False","False","Day","2015","6","Wednesday","Other","780467.6477","2963068.424","BORDER ST","None","(42.37789134, -71.03995957)"
"152048098","IVPER","LARCENY FROM MOTOR VEHICLE","06MV","C11","0","2015-06-10T14:42:00","Unarmed","False","False","Day","2015","6","Wednesday","Part One","778455.1684","2931866.311","FREEPORT ST","None","(42.29230135, -71.04801957)"
"152048075","IVPER","Service","Service","C11","0","2015-06-10T14:45:00","Unarmed","False","False","Day","2015","6","Wednesday","Part three","None","None","DORCHESTER AV","None","(0.0, 0.0)"
"152048102","ARREST","DRUG CHARGES","18xx","E18","0","2015-06-10T14:54:00","Unarmed","False","False","Day","2015","6","Wednesday","Part Two","759227.9365","2921460.212","WESTMINSTER AV","PARK ST","(42.26400385, -71.1192544)"
"152048085","EDP","MedAssist","MedAssist","C11","0","2015-06-10T14:55:00","Unarmed","False","False","Day","2015","6","Wednesday","Part three","None","None","DORCHESTER AV","None","(0.0, 0.0)"
"152048785","IVPER","InvPer","InvPer","D4","0","2015-06-10T15:00:00","Unarmed","False","False","Day","2015","6","Wednesday","Part three","770739.8745","2947681.035","MASSACHUSETTS AV","None","(42.33580635, -71.07624456)"
"152049355","LARCEN","FORGERY","10xx","B3","0","2015-06-10T15:00:00","Unarmed","False","False","Day","2015","6","Wednesday","Part Two","766135.6009","2922926.992","BLUE HILL AV","None","(42.26794136, -71.09370955)"
"152048106","UNCONS","MedAssist","MedAssist","D4","0","2015-06-10T15:12:00","Unarmed","False","False","Day","2015","6","Wednesday","Part three","773879.8738","2950420.944","HARRISON AV","None","(42.34328135, -71.06457956)"
"152048095","MVA","MVAcc","MVAcc","A1","0","2015-06-10T15:15:00","Other","False","False","Day","2015","6","Wednesday","Other","772583.233","2952358.583","ARLINGTON ST","ISABELLA ST","(42.34861634, -71.06933956)"
"152048103","MVA","MVAcc","MVAcc","C6","0","2015-06-10T15:18:00","Unarmed","False","False","Day","2015","6","Wednesday","Other","772880.403","2945718.398","NEWMARKET SQ","None","(42.33039135, -71.06836456)"
"152048045","ARREST","Service","Service","A1","0","2015-06-10T15:20:00","Unarmed","False","False","Day","2015","6","Wednesday","Part three","774345.7183","2953420.748","WASHINGTON ST","BEACH ST","(42.35150634, -71.06279956)"
"152048121","LARCEN","OTHER LARCENY","06xx","A1","0","2015-06-10T15:30:00","Unarmed","False","False","Day","2015","6","Wednesday","Part One","775365.6264","2955352.003","WASHINGTON ST","None","(42.35679134, -71.05898956)"
"152048133","AB","SIMPLE ASSAULT","08xx","E13","0","2015-06-10T15:30:00","Unarmed","False","False","Day","2015","6","Wednesday","Part Two","760573.5011","2941933.13","ASHCROFT ST","None","(42.32016628, -71.11394114)"
"152048817","LARCEN","OTHER LARCENY","06xx","C11","0","2015-06-10T15:30:00","Unarmed","False","False","Day","2015","6","Wednesday","Part One","None","None","WASHINGTON ST","None","(0.0, 0.0)"
"152048100","MVA","MVAcc","MVAcc","B2","0","2015-06-10T15:33:00","Unarmed","False","False","Day","2015","6","Wednesday","Other","768975.3665","2944973.759","HARRISON AV","DUDLEY ST","(42.32840135, -71.08281956)"
"152048111","PROP","PropFound","PropFound","A1","0","2015-06-10T15:45:00","Unarmed","False","False","Day","2015","6","Wednesday","Part three","772212.3098","2957037.798","CHARLES ST","None","(42.36146134, -71.07062456)"
"152048107","PSHOT","AGGRAVATED ASSAULT","04xx","C11","0","2015-06-10T15:45:00","Firearm","False","False","Day","2015","6","Wednesday","Part One","774699.9919","2930059.777","DRACUT ST","None","(42.28739788, -71.06193281)"
"152048108","ARREST","OTHER LARCENY","06xx","D4","0","2015-06-10T15:46:00","Unarmed","False","False","Day","2015","6","Wednesday","Part One","None","None","HARRISON AV","None","(0.0, 0.0)"
"152048552","IVPREM","DRUG CHARGES","18xx","E13","0","2015-06-10T16:00:00","Other","False","False","First","2015","6","Wednesday","Part Two","763205.8082","2938139.2","WASHINGTON ST","None","(42.30972244, -71.10427304)"
"152048183","LARCEN","LARCENY FROM MOTOR VEHICLE","06MV","E13","0","2015-06-10T16:00:00","Other","False","False","First","2015","6","Wednesday","Part One","764696.9253","2940201.124","WASHINGTON ST","None","(42.31536135, -71.09872455)"
"152048142","IVPER","DRUG CHARGES","18xx","C6","0","2015-06-10T16:00:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","None","None","W BROADWAY","None","(0.0, 0.0)"
"152048310","VAND","VANDALISM","14xx","B2","0","2015-06-10T16:00:00","Other","False","False","First","2015","6","Wednesday","Part Two","None","None","BLUE HILL AV","None","(0.0, 0.0)"
"152048120","MVA","MVAcc","MVAcc","C6","0","2015-06-10T16:00:00","Unarmed","False","False","First","2015","6","Wednesday","Other","None","None","SOUTHAMPTON ST","GLYNN WY","(0.0, 0.0)"
"152048376","VAND","LARCENY FROM MOTOR VEHICLE","06MV","E5","0","2015-06-10T16:00:00","Other","False","False","First","2015","6","Wednesday","Part One","753275.5597","2929490.851","BELGRADE AV","None","(42.28611136, -71.14111954)"
"152048167","IVPER","InvPer","InvPer","C11","0","2015-06-10T16:00:00","Unarmed","False","False","First","2015","6","Wednesday","Part three","775627.4011","2931634.749","GLENROSE RD","None","(42.29170658, -71.05847529)"
"152048168","LARCEN","LARCENY FROM MOTOR VEHICLE","06MV","B2","0","2015-06-10T16:00:00","Unarmed","False","False","First","2015","6","Wednesday","Part One","768210.6151","2935761.349","FRANKLIN PARK RD","None","(42.30313229, -71.08581309)"
"152048113","REQP","SIMPLE ASSAULT","08xx","B2","0","2015-06-10T16:06:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","None","None","HUMBOLDT AV","None","(0.0, 0.0)"
"152048131","IVPER","PhoneCalls","PhoneCalls","A7","0","2015-06-10T16:15:00","Other","False","False","First","2015","6","Wednesday","Part three","788836.8524","2968307.764","FAYWOOD AV","None","(42.39214002, -71.00887398)"
"152048119","LARCEN","FORGERY","10xx","C6","0","2015-06-10T16:15:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","None","None","MASSACHUSETTS AV","None","(0.0, 0.0)"
"152048127","LARCEN","OTHER LARCENY","06xx","D4","0","2015-06-10T16:31:00","Unarmed","False","False","First","2015","6","Wednesday","Part One","769811.1326","2951792.646","HUNTINGTON AV","None","(42.34710135, -71.07960455)"
"152048129","UNK","SIMPLE ASSAULT","08xx","C11","0","2015-06-10T16:33:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","772766.1785","2924589.891","WASHINGTON ST","None","(42.27241519, -71.06918164)"
"152048125","IVMV","DRUG CHARGES","18xx","B3","0","2015-06-10T16:45:00","Other","False","False","First","2015","6","Wednesday","Part Two","767903.7361","2933970.199","BLUE HILL AV","AMERICAN LEGION HY","(42.29822135, -71.08697955)"
"152048163","ROBBER","OTHER LARCENY","06xx","A7","0","2015-06-10T16:45:00","Unarmed","False","False","First","2015","6","Wednesday","Part One","780144.1312","2959668.366","FATHER JACOBEE RD","None","(42.36856634, -71.04122457)"
"152048130","MVA","VAL","VAL","E18","0","2015-06-10T16:50:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","761574.6103","2923565.319","WOOD AV","None","(42.26975136, -71.11054955)"
"152048174","LARCEN","OTHER LARCENY","06xx","A1","0","2015-06-10T16:54:00","Unarmed","False","False","First","2015","6","Wednesday","Part One","775283.783","2955236.785","WASHINGTON ST","None","(42.35647634, -71.05929456)"
"152048139","REQEP","MedAssist","MedAssist","A1","0","2015-06-10T17:00:00","Unarmed","False","False","First","2015","6","Wednesday","Part three","774107.7181","2953709.249","BOYLSTON ST","None","(42.35230134, -71.06367456)"
"152048143","INVEST","Service","Service","C6","0","2015-06-10T17:00:00","Unarmed","False","False","First","2015","6","Wednesday","Part three","None","None","MT VERNON AV","None","(0.0, 0.0)"
"152048123","IVPER","SIMPLE ASSAULT","08xx","B2","0","2015-06-10T17:00:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","765134.3663","2941701.057","DIMOCK ST","None","(42.31947158, -71.097081)"
"152048200","IVPER","DISORDERLY","24xx","E18","0","2015-06-10T17:00:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","756577.7217","2917761.518","RIVER ST","CLEVELAND ST","(42.25388637, -71.12910454)"
"152048134","ARREST","FORGERY","10xx","E13","0","2015-06-10T17:04:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","764823.949","2940298.416","COLUMBUS AV","None","(42.31562668, -71.09825321)"
"152048135","SHOTS","Ballist","Ballist","B3","0","2015-06-10T17:20:00","Firearm","False","False","First","2015","6","Wednesday","Part Two","770777.6487","2928609.295","MILTON AV","None","(42.28347203, -71.07645511)"
"152048150","IVPER","DRUG CHARGES","18xx","C6","0","2015-06-10T17:30:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","None","None","W BROADWAY","None","(0.0, 0.0)"
"152048158","IVPER","DRUG CHARGES","18xx","B2","0","2015-06-10T17:45:00","Other","False","False","First","2015","6","Wednesday","Part Two","771040.5714","2941321.472","BROOKFORD ST","DANUBE ST","(42.31835135, -71.07524956)"
"152048137","ARREST","DRUG CHARGES","18xx","C6","0","2015-06-10T17:45:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","772210.4703","2946123.176","MASSACHUSETTS AV","None","(42.33151135, -71.07083456)"
"152048522","MVA","VAL","VAL","C11","0","2015-06-10T18:00:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","773446.9064","2934810.372","GENEVA AV","None","(42.30045135, -71.06647456)"
"152048185","IVPREM","DRUG CHARGES","18xx","B2","0","2015-06-10T18:15:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","None","None","QUINCY ST","WARREN ST","(0.0, 0.0)"
"152048146","IVPER","MVAcc","MVAcc","B2","0","2015-06-10T18:17:00","Other","False","False","First","2015","6","Wednesday","Other","770506.9839","2944843.496","ADAMS ST","EUSTIS ST","(42.32802321, -71.07715793)"
"152048189","IVMV","TOWED","TOWED","B2","0","2015-06-10T18:25:00","Unarmed","False","False","First","2015","6","Wednesday","Part three","761627.8025","2946263.681","COPENGER ST","None","(42.33203635, -71.10996955)"
"152048180","IVPER","InvProp","InvProp","D14","0","2015-06-10T18:30:00","Unarmed","False","False","First","2015","6","Wednesday","Part three","748717.9333","2953974.176","HARRIET ST","None","(42.35334635, -71.15759953)"
"152048159","TS","DRUG CHARGES","18xx","E18","0","2015-06-10T18:30:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","759981.5315","2929634.833","NEPONSET AV","JEWETT ST","(42.28642636, -71.11633455)"
"152048178","IVMV","Gather","Gather","C6","0","2015-06-10T18:40:00","Unarmed","False","False","First","2015","6","Wednesday","Part three","779908.6248","2941606.036","HARBOR POINT BL","None","(42.31900635, -71.04245457)"
"152048162","IVPREM","DRUG CHARGES","18xx","A7","0","2015-06-10T18:45:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","780457.7684","2960140.17","PARIS ST","HENRY ST","(42.36985634, -71.04005457)"
"152048155","ARREST","Service","Service","E18","0","2015-06-10T18:45:00","Unarmed","False","False","First","2015","6","Wednesday","Part three","760092.1353","2925515.338","AMERICAN LEGION HY","None","(42.2751208, -71.11599434)"
"152048156","STAB","ROBBERY","03xx","B3","0","2015-06-10T18:46:00","Knife","False","False","First","2015","6","Wednesday","Part One","770602.2625","2929901.88","WHITMAN ST","None","(42.28702136, -71.07707955)"
"152048194","EDP","MedAssist","MedAssist","B2","0","2015-06-10T18:54:00","Unarmed","False","False","First","2015","6","Wednesday","Part three","771307.4363","2944239.221","EUSTIS ST","None","(42.32635413, -71.07420898)"
"152048190","MVA","MVAcc","MVAcc","B3","0","2015-06-10T18:58:00","Unarmed","False","False","First","2015","6","Wednesday","Other","None","None","TALBOT AV","WALES ST","(0.0, 0.0)"
"152048157","ARREST","DISORDERLY","24xx","D4","0","2015-06-10T19:00:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","769859.4851","2947193.813","WASHINGTON ST","None","(42.33448135, -71.07950956)"
"152048401","LARCEN","LARCENY FROM MOTOR VEHICLE","06MV","E5","0","2015-06-10T19:00:00","Unarmed","False","False","First","2015","6","Wednesday","Part One","753123.4993","2929334.793","ARDENT ST","None","(42.28568488, -71.14168392)"
"152048160","REQP","MedAssist","MedAssist","C6","0","2015-06-10T19:00:00","Unarmed","False","False","First","2015","6","Wednesday","Part three","776853.1716","2949231.88","DALESSIO CT","None","(42.33997635, -71.05360457)"
"152048434","LARCEN","OTHER LARCENY","06xx","A15","0","2015-06-10T19:00:00","Unarmed","False","False","First","2015","6","Wednesday","Part One","773799.9395","2962109.596","AUSTIN ST","None","(42.37535634, -71.06465456)"
"152048198","JUMPER","MedAssist","MedAssist","A1","0","2015-06-10T19:03:00","Other","False","False","First","2015","6","Wednesday","Part three","None","None","TERMINAL ST","None","(0.0, 0.0)"
"152048177","CARDIA","MedAssist","MedAssist","C6","0","2015-06-10T19:03:00","Unarmed","False","False","First","2015","6","Wednesday","Part three","777455.6944","2946735.069","W EIGHTH ST","None","(42.33311635, -71.05142456)"
"152048173","INVEST","MedAssist","MedAssist","E18","0","2015-06-10T19:10:00","Unarmed","False","False","First","2015","6","Wednesday","Part three","755930.3043","2911893.385","WOLCOTT CT","HYDE PARK AV","(42.23779137, -71.13158955)"
"152048206","IVPER","SIMPLE ASSAULT","08xx","C11","0","2015-06-10T19:17:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","774465.679","2938724.029","HANCOCK ST","None","(42.31117635, -71.06263456)"
"152048164","LARCEN","FRAUD","11xx","E18","0","2015-06-10T19:30:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","762791.6564","2921716.005","TRACTON AV","None","(42.26466136, -71.10608455)"
"152048287","VAND","LARCENY FROM MOTOR VEHICLE","06MV","E5","0","2015-06-10T19:30:00","Other","False","False","First","2015","6","Wednesday","Part One","752186.7515","2929339.468","IONA ST","None","(42.28570846, -71.14514567)"
"152048188","UNKEMS","MedAssist","MedAssist","E18","0","2015-06-10T19:50:00","Unarmed","False","False","First","2015","6","Wednesday","Part three","754641.6307","2914992.703","RIVER ST","TURTLE POND PY","(42.24631137, -71.13629954)"
"152048199","PSHOT","HOMICIDE","01xx","C11","0","2015-06-10T19:53:00","Firearm","True","False","First","2015","6","Wednesday","Part One","772576.4249","2928248.165","FULLER ST","None","(42.28245637, -71.06981457)"
"152048292","VAND","LARCENY FROM MOTOR VEHICLE","06MV","E5","0","2015-06-10T20:00:00","Other","False","False","First","2015","6","Wednesday","Part One","753123.4993","2929334.793","ARDENT ST","None","(42.28568488, -71.14168392)"
"152048229","VIORDR","Restrain","Restrain","E18","0","2015-06-10T20:00:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","764676.6933","2922974.147","HOLLINGSWORTH ST","None","(42.2680897, -71.09909872)"
"152048192","ROBBER","ROBBERY","03xx","B3","0","2015-06-10T20:05:00","Unarmed","False","False","First","2015","6","Wednesday","Part One","769053.5199","2933697.011","BICKNELL ST","None","(42.29745636, -71.08273455)"
"152048193","BE","RESIDENTIAL BURGLARY","05RB","D4","0","2015-06-10T20:16:00","Unarmed","False","False","First","2015","6","Wednesday","Part One","763090.9859","2951146.444","PARK DR","None","(42.34541635, -71.10447455)"
"152049102","LARCEN","OTHER LARCENY","06xx","D14","0","2015-06-10T20:30:00","Unarmed","False","False","First","2015","6","Wednesday","Part One","752839.4427","2950578.234","COMMONWEALTH AV","None","(42.34398135, -71.14240454)"
"152049140","VAND","VANDALISM","14xx","B3","0","2015-06-10T20:30:00","Other","False","False","First","2015","6","Wednesday","Part Two","770238.1871","2934699.596","RADCLIFFE ST","None","(42.30019152, -71.07833739)"
"152048218","EDP","MedAssist","MedAssist","E18","0","2015-06-10T20:34:00","Unarmed","False","False","First","2015","6","Wednesday","Part three","756085.3388","2916117.671","RIVER ST","None","(42.24938136, -71.13094954)"
"152048195","MVA","VAL","VAL","D14","0","2015-06-10T20:40:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","None","None","CHESTNUT HILL AV","COMMONWEALTH AV","(0.0, 0.0)"
"152049015","MISSIN","PersMiss","PersMiss","B3","0","2015-06-10T20:40:00","Unarmed","False","False","First","2015","6","Wednesday","Other","770557.5917","2933181.47","ATHELWOLD ST","None","(42.29602136, -71.07718456)"
"152048204","IVPER","VANDALISM","14xx","C6","0","2015-06-10T20:45:00","Other","False","False","First","2015","6","Wednesday","Part Two","776632.6704","2949002.96","DALESSIO CT","None","(42.33935135, -71.05442457)"
"152048203","IVPER","SIMPLE ASSAULT","08xx","B3","0","2015-06-10T20:45:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","765707.4298","2926168.385","HIAWATHA RD","None","(42.27684157, -71.09523462)"
"152048208","LANTEN","Landlord","Landlord","C11","0","2015-06-10T20:45:00","Unarmed","False","False","First","2015","6","Wednesday","Part three","775627.4011","2931634.749","GLENROSE RD","None","(42.29170658, -71.05847529)"
"152048202","ARREST","DRUG CHARGES","18xx","A1","0","2015-06-10T20:55:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","774709.3908","2955241.113","HAMILTON PL","None","(42.35649634, -71.06141956)"
"152048572","LARCEN","OTHER LARCENY","06xx","A7","0","2015-06-10T21:00:00","Unarmed","False","False","First","2015","6","Wednesday","Part One","None","None","BORDER ST","None","(0.0, 0.0)"
"152048252","IVPER","OTHER LARCENY","06xx","D4","0","2015-06-10T21:00:00","Unarmed","False","False","First","2015","6","Wednesday","Part One","None","None","HARRISON AV","None","(0.0, 0.0)"
"152049317","MVA","VAL","VAL","D4","0","2015-06-10T21:00:00","Other","False","False","First","2015","6","Wednesday","Part Two","769497.0485","2949693.82","COLUMBUS AV","None","(42.34134635, -71.08080456)"
"152048688","LARCEN","OTHER LARCENY","06xx","D14","0","2015-06-10T21:02:00","Unarmed","False","False","First","2015","6","Wednesday","Part One","757432.3164","2954027.204","GARDNER ST","None","(42.35339135, -71.12535954)"
"152048215","ARREST","SIMPLE ASSAULT","08xx","B3","0","2015-06-10T21:20:00","Other","False","False","First","2015","6","Wednesday","Part Two","771581.0667","2927901.49","FULLER ST","None","(42.28151878, -71.0734992)"
"152048213","AB","SIMPLE ASSAULT","08xx","B2","0","2015-06-10T21:23:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","None","None","SMITH ST","CORNELIA WY","(0.0, 0.0)"
"152048220","IVPER","InvPer","InvPer","E5","0","2015-06-10T21:34:00","Unarmed","False","False","First","2015","6","Wednesday","Part three","None","None","BELGRADE AV","None","(0.0, 0.0)"
"152048749","IVPER","SIMPLE ASSAULT","08xx","E18","0","2015-06-10T21:35:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","759598.3147","2914252.558","BOW ST","None","(42.24422088, -71.11800536)"
"152048217","DISTRB","SIMPLE ASSAULT","08xx","E18","0","2015-06-10T21:35:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","None","None","BOW ST","None","(0.0, 0.0)"
"152048334","IVPER","PersLoc","PersLoc","D4","0","2015-06-10T21:45:00","Unarmed","False","False","First","2015","6","Wednesday","Other","765380.3957","2951793.104","LANSDOWNE ST","None","(42.34716136, -71.09599455)"
"152048807","VAND","VANDALISM","14xx","A15","0","2015-06-10T22:00:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","None","None","WARREN ST","None","(0.0, 0.0)"
"152048369","BE","RESIDENTIAL BURGLARY","05RB","C11","0","2015-06-10T22:00:00","Unarmed","False","False","First","2015","6","Wednesday","Part One","772391.3521","2938329.969","MT EVERETT ST","None","(42.31012396, -71.0703108)"
"152048223","EDP","MedAssist","MedAssist","D14","0","2015-06-10T22:00:00","Unarmed","False","False","First","2015","6","Wednesday","Part three","745489.9509","2954506.01","BELLAMY ST","None","(42.35484066, -71.16953395)"
"152048367","IVMV","AUTO THEFT","07xx","B2","0","2015-06-10T22:00:00","Unarmed","False","False","First","2015","6","Wednesday","Part One","774530.2461","2941954.993","COLUMBIA RD","None","(42.32004135, -71.06233456)"
"152048227","DISTRB","SIMPLE ASSAULT","08xx","C11","0","2015-06-10T22:14:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","772520.9477","2938712.317","QUINCY ST","None","(42.31117135, -71.06982456)"
"152048234","VAND","MVAcc","MVAcc","D14","0","2015-06-10T22:15:00","Other","False","False","First","2015","6","Wednesday","Other","752752.209","2950750.971","COMMONWEALTH AV","WASHINGTON ST","(42.34445635, -71.14272454)"
"152048228","LARCEN","OTHER LARCENY","06xx","E13","0","2015-06-10T22:15:00","Other","False","False","First","2015","6","Wednesday","Part One","762409.8659","2937027.275","WASHINGTON ST","None","(42.30668135, -71.10723455)"
"152048222","NIDV","Argue","Argue","B3","0","2015-06-10T22:16:00","Unarmed","False","False","First","2015","6","Wednesday","Part three","770623.0305","2934240.118","SHAFTER ST","None","(42.29892545, -71.07692328)"
"152048224","STAB","ROBBERY","03xx","D14","0","2015-06-10T22:17:00","Knife","False","False","First","2015","6","Wednesday","Part One","757432.3164","2954027.204","GARDNER ST","None","(42.35339135, -71.12535954)"
"152048237","SHOTS","Ballist","Ballist","D4","0","2015-06-10T22:27:00","Firearm","False","False","First","2015","6","Wednesday","Part Two","769353.1922","2948042.758","LENOX ST","None","(42.33681772, -71.08136663)"
"152048232","DISTRB","Gather","Gather","D4","0","2015-06-10T22:30:00","Unarmed","False","False","First","2015","6","Wednesday","Part three","770597.5713","2947479.894","NORTHAMPTON ST","None","(42.33525635, -71.07677455)"
"152048422","MVA","VAL","VAL","B3","0","2015-06-10T22:30:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","768436.2754","2924562.537","RIDGEVIEW AV","None","(42.27239903, -71.08518024)"
"152048236","ROBBER","OTHER LARCENY","06xx","C11","0","2015-06-10T22:39:00","Unarmed","False","False","First","2015","6","Wednesday","Part One","772181.5435","2930649.888","WASHINGTON ST","None","(42.2890523, -71.07122919)"
"152048241","BOMB","Bomb","Bomb","B3","0","2015-06-10T22:45:00","Other","False","False","First","2015","6","Wednesday","Part Two","766751.5911","2929095.955","BLUE HILL AV","None","(42.28486136, -71.09132455)"
"152048317","BE","LARCENY FROM MOTOR VEHICLE","06MV","B2","0","2015-06-10T23:00:00","Other","False","False","First","2015","6","Wednesday","Part One","762114.8979","2946180.273","HILLSIDE ST","None","(42.33180135, -71.10816955)"
"152048288","MVA","VAL","VAL","A15","0","2015-06-10T23:00:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","774643.6967","2964076.377","MEDFORD ST","TERMINAL ST","(42.38074134, -71.06149456)"
"152048235","DVIP","Argue","Argue","B3","0","2015-06-10T23:02:00","Unarmed","False","False","First","2015","6","Wednesday","Part three","767518.9737","2927924.383","VERRILL ST","None","(42.28163636, -71.08850956)"
"152048240","MVA","MVAcc","MVAcc","C11","0","2015-06-10T23:03:00","Other","False","False","First","2015","6","Wednesday","Other","776582.3011","2929378.382","ADAMS ST","FRANCONIA ST","(42.28550136, -71.05498957)"
"152048233","PRSCRM","ROBBERY","03xx","E13","0","2015-06-10T23:03:00","Unarmed","False","False","First","2015","6","Wednesday","Part One","761759.1345","2940606.276","SPRING PARK AV","None","(42.31651052, -71.10957961)"
"152048244","UNCONS","MedAssist","MedAssist","D14","0","2015-06-10T23:16:00","Other","False","False","First","2015","6","Wednesday","Part three","756083.2302","2952895.641","COMMONWEALTH AV","None","(42.35030245, -71.13036867)"
"152048275","SHOTS","Ballist","Ballist","E13","0","2015-06-10T23:18:00","Firearm","False","False","First","2015","6","Wednesday","Part Two","764127.0458","2943828.132","PARKER ST","None","(42.32532137, -71.1007688)"
"152048416","IVPER","AGGRAVATED ASSAULT","04xx","D4","0","2015-06-10T23:20:00","Firearm","False","False","First","2015","6","Wednesday","Part One","771521.553","2950057.353","W DEDHAM ST","None","(42.34231635, -71.07330956)"
"152048242","AB","OTHER LARCENY","06xx","D4","0","2015-06-10T23:21:00","Unarmed","False","False","First","2015","6","Wednesday","Part One","770627.2848","2948030.326","WASHINGTON ST","None","(42.33676635, -71.07665456)"
"152048328","VAND","LARCENY FROM MOTOR VEHICLE","06MV","E5","0","2015-06-10T23:30:00","Other","False","False","First","2015","6","Wednesday","Part One","749468.5207","2928442.011","MARCH AV","None","(42.28327636, -71.15520453)"
"152048245","SHOTS","InvProp","InvProp","A15","0","2015-06-10T23:31:00","Unarmed","False","False","First","2015","6","Wednesday","Part three","775682.4594","2963316.435","MCNULTY CT","None","(42.37864134, -71.05766456)"
"152048251","ARREST","STOLEN PROPERTY CHARGES","13xx","A1","0","2015-06-10T23:40:00","Unarmed","False","False","First","2015","6","Wednesday","Part Two","772536.2528","2957381.922","FRUIT ST","None","(42.36240114, -71.06941954)"
"152048254","PSHOT","AGGRAVATED ASSAULT","04xx","C11","0","2015-06-10T23:44:00","Firearm","True","False","First","2015","6","Wednesday","Part One","None","None","GENEVA AV","None","(0.0, 0.0)"
"152048250","PSHOT","AGGRAVATED ASSAULT","04xx","C11","0","2015-06-10T23:44:00","Firearm","True","False","First","2015","6","Wednesday","Part One","None","None","GENEVA AV","None","(0.0, 0.0)"
"152048253","BE","Argue","Argue","A15","0","2015-06-10T23:46:00","Unarmed","False","False","Last","2015","6","Wednesday","Part three","776686.7773","2963214.159","DECATUR ST","None","(42.37834634, -71.05394956)"
"152048352","IVPREM","DRUG CHARGES","18xx","B2","0","2015-06-11T00:00:00","Unarmed","False","False","Last","2015","6","Thursday","Part Two","None","None","HANCOCK ST","None","(0.0, 0.0)"
"152048356","IVPREM","DRUG CHARGES","18xx","B2","0","2015-06-11T00:01:00","Unarmed","False","False","Last","2015","6","Thursday","Part Two","None","None","HANCOCK ST","None","(0.0, 0.0)"
"152048249","CD35","VIOLATION OF LIQUOR LAWS","22xx","D4","0","2015-06-11T00:05:00","Unarmed","False","False","Last","2015","6","Thursday","Part Two","767902.9271","2952280.765","NEWBURY ST","None","(42.34846635, -71.08665456)"
"152048757","AB","AGGRAVATED ASSAULT","04xx","A1","0","2015-06-11T00:05:00","Other","False","False","Last","2015","6","Thursday","Part One","773754.059","2953091.559","TREMONT ST","None","(42.35061134, -71.06499456)"
"152048271","REQP","MedAssist","MedAssist","A1","0","2015-06-11T00:12:00","Unarmed","False","False","Last","2015","6","Thursday","Part three","None","None","CORNHILL ST","None","(0.0, 0.0)"
"152048278","IVPER","InvProp","InvProp","B2","0","2015-06-11T00:15:00","Unarmed","False","False","Last","2015","6","Thursday","Part three","768822.3904","2946120.954","RUGGLES ST","None","(42.33155135, -71.08336455)"
"152048255","ARREST","Arrest","Arrest","D14","0","2015-06-11T00:30:00","Unarmed","False","False","Last","2015","6","Thursday","Part three","None","None","WASHINGTON ST","None","(0.0, 0.0)"
"152048258","ARREST","DRUG CHARGES","18xx","A1","0","2015-06-11T00:39:00","Unarmed","False","False","Last","2015","6","Thursday","Part Two","775171.4473","2953623.878","EDINBORO ST","None","(42.35205208, -71.05974097)"
